qpid	ontology	goid	desc	ARGOT_score	ARGOT_PPV	ARGOT_rank	goclasscount
anno1.g19918.t2	MF	0003964	RNA-directed DNA polymerase activity	7.43519794794	0.700624962265	1	40
anno1.g19918.t2	BP	0006278	RNA-templated DNA biosynthetic process	7.11076678571	0.691890625628	1	40
anno1.g19918.t2	BP	0015074	DNA integration	6.21230584375	0.666603706248	3	35
anno1.g19918.t2	MF	0004519	endonuclease activity	5.72711696089	0.652183864332	3	40
anno1.g19918.t2	BP	0006281	DNA repair	4.57514859988	0.615276948496	4	34
anno1.g19918.t2	CC	0005634	nucleus	0.0964904039079	0.349803337407	7	1
anno1.g19918.t2	MF	0016787	hydrolase activity	2.188391323	0.51949744365	10	37
anno1.g19918.t2	MF	0003676	nucleic acid binding	1.9693695601	0.508465299328	11	38
anno1.g19918.t2	CC	0005737	cytoplasm	0.0408210442052	0.334036525149	12	1
anno1.g19918.t2	MF	0008270	zinc ion binding	1.32180703792	0.47163624727	14	12
anno1.g19918.t2	BP	0006508	proteolysis	1.09239637998	0.456459798942	18	9
anno1.g19918.t2	MF	0140096	catalytic activity, acting on a protein	0.799837960669	0.434557674853	19	9
anno1.g19918.t2	BP	0075523	viral translational frameshifting	0.292753672829	0.383262951793	22	1
anno1.g19918.t2	BP	0006310	DNA recombination	0.189516422226	0.367910618653	25	1
anno1.g19918.t2	MF	0003887	DNA-directed DNA polymerase activity	0.266203855442	0.379615863023	28	1
anno1.g19918.t2	MF	0004540	RNA nuclease activity	0.225905807462	0.373712905858	31	1
anno1.g19918.t2	MF	0005524	ATP binding	0.103729810223	0.3514647275	34	1
anno1.g20111.t1	BP	0006281	DNA repair	5.20381310171	0.635928319707	1	1
anno1.g2061.t1	CC	0042575	DNA polymerase complex	8.93405293904	0.73870114686	1	2
anno1.g2061.t1	MF	0003964	RNA-directed DNA polymerase activity	7.43115697384	0.700517356524	1	2
anno1.g2061.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.1069021375	0.691785393732	1	2
anno1.g2061.t1	BP	0015074	DNA integration	6.9225641527	0.686732324462	2	2
anno1.g2061.t1	MF	0004519	endonuclease activity	5.72400431594	0.652089424066	3	2
anno1.g2061.t1	BP	0006281	DNA repair	5.21586644564	0.636311702007	4	2
anno1.g2061.t1	MF	0008233	peptidase activity	4.64921695994	0.617780863572	7	2
anno1.g2061.t1	BP	0006508	proteolysis	4.57635759078	0.615317981032	7	2
anno1.g2061.t1	MF	0003676	nucleic acid binding	2.055115332	0.512853978461	13	2
anno1.g20751.t1	MF	0050660	flavin adenine dinucleotide binding	6.11220877398	0.663676241652	1	1
anno1.g20751.t1	MF	0016491	oxidoreductase activity	3.23017671252	0.565663493303	2	1
anno1.g20878.t1	BP	0006281	DNA repair	5.21225940751	0.636197018959	1	2
anno1.g20878.t1	MF	0008270	zinc ion binding	2.13960718252	0.517089792159	1	1
anno1.g20927.t1	BP	0050482	arachidonate secretion	11.5033491423	0.797168851909	1	24
anno1.g20927.t1	MF	0004623	A2-type glycerophospholipase activity	10.5702710268	0.776773560865	1	24
anno1.g20927.t1	MF	0005198	structural molecule activity	3.37851986195	0.571588496174	7	25
anno1.g20927.t1	BP	0006644	phospholipid metabolic process	5.77187967571	0.653539175091	14	24
anno1.g21084.t1	BP	0050482	arachidonate secretion	11.5925356098	0.799074242819	1	29
anno1.g21084.t1	MF	0004623	A2-type glycerophospholipase activity	10.6522232584	0.778600041197	1	29
anno1.g21084.t1	MF	0005198	structural molecule activity	3.37859111597	0.57159131054	7	30
anno1.g21084.t1	BP	0006644	phospholipid metabolic process	5.81662956142	0.654888854347	14	29
anno1.g21089.t1	CC	0009330	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	10.5556219123	0.776446329081	1	99
anno1.g21089.t1	MF	0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	9.65829922926	0.755949719094	1	99
anno1.g21089.t1	BP	0006265	DNA topological change	8.71305424502	0.733299663054	1	99
anno1.g21089.t1	CC	0005694	chromosome	5.28663255618	0.638553688982	2	97
anno1.g21089.t1	BP	0006261	DNA-templated DNA replication	6.11533324825	0.663767981706	4	89
anno1.g21089.t1	CC	0005737	cytoplasm	1.20482697008	0.464078214331	8	99
anno1.g21089.t1	MF	0003677	DNA binding	3.09380155603	0.560095266123	11	99
anno1.g21089.t1	MF	0005524	ATP binding	3.06156972198	0.558761403821	12	99
anno1.g21089.t1	BP	0005975	carbohydrate metabolic process	0.0553768852771	0.338868890637	16	1
anno1.g21089.t1	MF	0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	0.0810575343169	0.34603931831	29	1
anno1.g21090.t1	MF	0140616	iodotyrosine deiodinase activity	16.3989815659	0.858935556793	1	2
anno1.g21090.t1	BP	0009089	L-lysine biosynthetic process via diaminopimelate	8.70920276528	0.733204924439	1	2
anno1.g21090.t1	CC	0005829	cytosol	3.00596652159	0.556443743543	1	2
anno1.g21090.t1	MF	0008837	diaminopimelate epimerase activity	12.3235699221	0.814423765986	3	2
anno1.g21091.t1	BP	0006104	succinyl-CoA metabolic process	11.6692324403	0.800706949859	1	2
anno1.g21091.t1	MF	0004776	succinate-CoA ligase (GDP-forming) activity	11.5977268862	0.799184923786	1	2
anno1.g21091.t1	CC	0042709	succinate-CoA ligase complex	10.5709224123	0.776788106241	1	2
anno1.g21091.t1	MF	0004775	succinate-CoA ligase (ADP-forming) activity	11.0451272061	0.787260730573	2	2
anno1.g21091.t1	BP	0006099	tricarboxylic acid cycle	7.70015443738	0.707617688876	3	2
anno1.g21091.t1	CC	0005739	mitochondrion	3.99026954185	0.594746569298	3	2
anno1.g21091.t1	CC	0005829	cytosol	3.00658833668	0.556469780088	5	2
anno1.g21091.t1	MF	0000287	magnesium ion binding	5.79608199305	0.654269776301	6	2
anno1.g21091.t1	MF	0005524	ATP binding	3.09386691327	0.560097963749	8	2
anno1.g21091.t1	MF	0016740	transferase activity	2.46958343573	0.532880468837	19	2
anno1.g21093.t1	MF	0004109	coproporphyrinogen oxidase activity	11.2443921884	0.791594208513	1	100
anno1.g21093.t1	BP	0006782	protoporphyrinogen IX biosynthetic process	9.29196499627	0.747309161332	1	100
anno1.g21093.t1	CC	0005737	cytoplasm	1.2179802011	0.464945827712	1	100
anno1.g21093.t1	MF	0042803	protein homodimerization activity	4.6826699068	0.618905214712	4	58
anno1.g21093.t1	MF	0046872	metal ion binding	1.23190487219	0.465859237081	9	61
anno1.g21094.t1	MF	0000155	phosphorelay sensor kinase activity	7.03569343301	0.68984128067	1	5
anno1.g21094.t1	BP	0000160	phosphorelay signal transduction system	5.57176671895	0.64743864767	1	5
anno1.g21094.t1	BP	0006355	regulation of DNA-templated transcription	0.407254271868	0.397361524399	11	1
anno1.g21094.t1	MF	0005524	ATP binding	0.37387639509	0.393483168409	13	1
anno1.g21095.t1	BP	0045881	positive regulation of sporulation resulting in formation of a cellular spore	9.04556166326	0.741401200329	1	47
anno1.g21095.t1	CC	0005694	chromosome	5.44080401371	0.643386711657	1	54
anno1.g21095.t1	MF	0003677	DNA binding	3.12746270996	0.561480882101	1	54
anno1.g21095.t1	CC	0009295	nucleoid	3.26077453364	0.566896567338	2	27
anno1.g21095.t1	BP	0007059	chromosome segregation	7.41709333524	0.700142632338	5	54
anno1.g21095.t1	BP	0000917	division septum assembly	0.567481734446	0.414081168885	13	5
anno1.g21096.t1	MF	0004803	transposase activity	8.75369161811	0.734297987114	1	18
anno1.g21096.t1	BP	0006313	DNA transposition	8.21699626346	0.720920207225	1	18
anno1.g21096.t1	MF	0003677	DNA binding	3.12718555607	0.561469503964	4	18
anno1.g21097.t1	CC	0032299	ribonuclease H2 complex	11.1460092794	0.789459486218	1	99
anno1.g21097.t1	BP	0043137	DNA replication, removal of RNA primer	10.6174547528	0.777826012021	1	99
anno1.g21097.t1	MF	0004523	RNA-DNA hybrid ribonuclease activity	8.93809669081	0.738799355052	1	99
anno1.g21097.t1	BP	0006298	mismatch repair	8.90925026746	0.738098292289	2	99
anno1.g21097.t1	MF	0030145	manganese ion binding	7.38716583317	0.699344032956	3	91
anno1.g21097.t1	CC	0005737	cytoplasm	1.21796096215	0.464944562102	5	99
anno1.g21097.t1	CC	0016020	membrane	0.0228230128718	0.326635781119	8	1
anno1.g21097.t1	MF	0003723	RNA binding	3.13220519719	0.561675499728	12	99
anno1.g21097.t1	MF	0016780	phosphotransferase activity, for other substituted phosphate groups	0.143598598201	0.359722677051	21	1
anno1.g21099.t1	BP	0015914	phospholipid transport	7.96377275314	0.714456683295	1	11
anno1.g21099.t1	CC	0045271	respiratory chain complex I	1.25831429309	0.46757753244	1	1
anno1.g21099.t1	MF	0005548	phospholipid transporter activity	0.808878450481	0.435289497	1	1
anno1.g21099.t1	MF	0005543	phospholipid binding	0.614907122303	0.418560052063	3	1
anno1.g21099.t1	CC	0005743	mitochondrial inner membrane	0.607778276279	0.417898117078	7	1
anno1.g21099.t1	BP	0006979	response to oxidative stress	0.894435565601	0.442022324503	9	1
anno1.g21099.t1	BP	0022904	respiratory electron transport chain	0.625385630076	0.419526086994	10	1
anno1.g21101.t1	MF	0004044	amidophosphoribosyltransferase activity	11.9493679488	0.806625295675	1	98
anno1.g21101.t1	BP	0009113	purine nucleobase biosynthetic process	9.14244703572	0.743733684986	1	98
anno1.g21101.t1	CC	0016020	membrane	0.0207826547603	0.325632308559	1	1
anno1.g21101.t1	BP	0006189	'de novo' IMP biosynthetic process	7.54598338271	0.703563722965	4	93
anno1.g21101.t1	MF	0051539	4 iron, 4 sulfur cluster binding	5.4067699557	0.642325750272	4	87
anno1.g21101.t1	MF	0000287	magnesium ion binding	4.98344205149	0.628839025897	7	89
anno1.g21101.t1	BP	0008360	regulation of cell shape	0.108825054016	0.352599509046	43	1
anno1.g21101.t1	BP	0051301	cell division	0.0956463969885	0.349605643449	47	1
anno1.g21103.t1	MF	0009378	four-way junction helicase activity	10.1124167245	0.766436381824	1	100
anno1.g21103.t1	CC	0048476	Holliday junction resolvase complex	9.21643787361	0.745506679109	1	91
anno1.g21103.t1	BP	0006310	DNA recombination	5.6546404471	0.649978164285	1	100
anno1.g21103.t1	MF	0000400	four-way junction DNA binding	9.75181725484	0.758129104995	2	91
anno1.g21103.t1	BP	0006281	DNA repair	5.21876652366	0.636403879038	2	100
anno1.g21103.t1	CC	0005737	cytoplasm	1.09313824668	0.456511321647	7	91
anno1.g21103.t1	MF	0005524	ATP binding	3.09500767041	0.560145044022	14	100
anno1.g21103.t1	MF	0016787	hydrolase activity	2.37135356995	0.528296382281	26	100
anno1.g21104.t1	CC	0009379	Holliday junction helicase complex	11.3501212934	0.793877944346	1	20
anno1.g21104.t1	MF	0009378	four-way junction helicase activity	10.1107605754	0.766398570109	1	21
anno1.g21104.t1	BP	0006310	DNA recombination	5.65371436502	0.649949889364	1	21
anno1.g21104.t1	MF	0000400	four-way junction DNA binding	9.82685714264	0.759870322201	2	19
anno1.g21104.t1	BP	0006281	DNA repair	5.21791182632	0.63637671572	2	21
anno1.g21104.t1	CC	0048476	Holliday junction resolvase complex	9.28735803606	0.747199424823	3	19
anno1.g21104.t1	CC	0005737	cytoplasm	1.1015499067	0.457094293676	9	19
anno1.g21104.t1	MF	0005524	ATP binding	3.09450078918	0.56012412556	14	21
anno1.g21105.t1	MF	0004831	tyrosine-tRNA ligase activity	11.7153193523	0.801685459061	1	86
anno1.g21105.t1	BP	0006437	tyrosyl-tRNA aminoacylation	11.4626866644	0.796297682513	1	86
anno1.g21105.t1	CC	0005829	cytosol	3.00768235165	0.556515581979	1	86
anno1.g21105.t1	MF	0042803	protein homodimerization activity	3.2587651444	0.566815768106	8	38
anno1.g21105.t1	MF	0003723	RNA binding	3.10076529053	0.560382534896	9	85
anno1.g21105.t1	MF	0005524	ATP binding	3.09499268653	0.560144425678	10	86
anno1.g21106.t1	MF	0034432	bis(5'-adenosyl)-pentaphosphatase activity	13.7071894196	0.842277178478	1	9
anno1.g21106.t1	BP	0019693	ribose phosphate metabolic process	5.51390470358	0.645654356801	1	9
anno1.g21106.t1	MF	0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	11.9054443274	0.805701955058	2	9
anno1.g21106.t1	BP	0006753	nucleoside phosphate metabolic process	4.48647090558	0.612252346051	2	9
anno1.g21107.t1	MF	0004459	L-lactate dehydrogenase (NAD+) activity	11.3855570255	0.794640970109	1	97
anno1.g21107.t1	BP	0006089	lactate metabolic process	9.54418999924	0.753276124556	1	96
anno1.g21107.t1	CC	0045271	respiratory chain complex I	0.164353130198	0.363564790988	1	1
anno1.g21107.t1	BP	0006099	tricarboxylic acid cycle	6.97228144156	0.688101732552	2	93
anno1.g21107.t1	MF	0030060	L-malate dehydrogenase (NAD+) activity	10.6116683191	0.777697069376	4	94
anno1.g21107.t1	CC	0005737	cytoplasm	0.0222465246076	0.326356970429	10	2
anno1.g21107.t1	MF	0008137	NADH dehydrogenase (ubiquinone) activity	0.359171632038	0.391719709751	11	3
anno1.g21107.t1	MF	0016651	oxidoreductase activity, acting on NAD(P)H	0.332277548032	0.388398392077	12	3
anno1.g21107.t1	BP	1902600	proton transmembrane transport	0.224285344386	0.373464939374	14	3
anno1.g21107.t1	MF	0048038	quinone binding	0.12699916258	0.356444839594	23	1
anno1.g21107.t1	MF	0051539	4 iron, 4 sulfur cluster binding	0.103327898326	0.351374042181	24	1
anno1.g21108.t1	CC	0045271	respiratory chain complex I	10.2081857583	0.768617652897	1	100
anno1.g21108.t1	MF	0050136	NADH dehydrogenase (quinone) (non-electrogenic) activity	9.23116615223	0.74585875287	1	94
anno1.g21108.t1	BP	0015990	electron transport coupled proton transport	5.75159902099	0.652925777655	1	100
anno1.g21108.t1	MF	0048038	quinone binding	7.88808245516	0.712504803706	3	100
anno1.g21108.t1	BP	0009060	aerobic respiration	4.72695412914	0.620387445083	3	100
anno1.g21108.t1	MF	0008137	NADH dehydrogenase (ubiquinone) activity	7.55230430704	0.703730742923	5	100
anno1.g21108.t1	MF	0051539	4 iron, 4 sulfur cluster binding	6.41782957742	0.672541484466	8	100
anno1.g21108.t1	MF	0005506	iron ion binding	5.98597478464	0.659949976529	9	94
anno1.g21108.t1	CC	0005886	plasma membrane	2.14567290964	0.517390638677	10	94
anno1.g21108.t1	BP	0032981	mitochondrial respiratory chain complex I assembly	0.108970281937	0.352631459532	18	1
anno1.g21111.t1	MF	0003917	DNA topoisomerase type I (single strand cut, ATP-independent) activity	10.5654241137	0.77666531568	1	99
anno1.g21111.t1	BP	0006265	DNA topological change	8.71579467745	0.733367059402	1	99
anno1.g21111.t1	CC	0005694	chromosome	5.38393699061	0.641612093773	1	99
anno1.g21111.t1	MF	0008270	zinc ion binding	4.14755994185	0.600407916966	7	98
anno1.g21111.t1	MF	0003677	DNA binding	3.09477461943	0.560135426463	10	99
anno1.g21113.t1	BP	0006400	tRNA modification	6.6112579961	0.678043564003	1	25
anno1.g21113.t1	MF	0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	6.4260038018	0.672775665038	1	25
anno1.g21113.t1	MF	0016740	transferase activity	0.862030885951	0.439511837944	4	7
anno1.g21137.t2	BP	0050482	arachidonate secretion	12.0211992964	0.808131649397	1	3
anno1.g21137.t2	MF	0004623	A2-type glycerophospholipase activity	11.0461164882	0.787282340917	1	3
anno1.g21137.t2	MF	0005198	structural molecule activity	3.37290778825	0.571366739238	7	3
anno1.g21137.t2	BP	0006644	phospholipid metabolic process	6.0317143328	0.6613046474	14	3
anno1.g21615.t1	BP	0050482	arachidonate secretion	11.9836767341	0.807345338119	1	1
anno1.g21615.t1	MF	0004623	A2-type glycerophospholipase activity	11.0116375162	0.786528594232	1	1
anno1.g21615.t1	MF	0005198	structural molecule activity	3.36237970869	0.570950231725	7	1
anno1.g21615.t1	BP	0006644	phospholipid metabolic process	6.01288714501	0.66074766562	14	1
anno1.g21871.t1	MF	0042043	neurexin family protein binding	13.1903707771	0.832045346721	1	17
anno1.g21871.t1	CC	0070382	exocytic vesicle	9.04192728163	0.741313461263	1	17
anno1.g21871.t1	BP	0006887	exocytosis	8.73086608148	0.733737526133	1	17
anno1.g21871.t1	CC	0005886	plasma membrane	2.28739292217	0.524302359901	8	17
anno1.g22058.t1	CC	0014069	postsynaptic density	9.1552944876	0.744042053409	1	2
anno1.g22058.t1	MF	0051015	actin filament binding	8.37527167018	0.724909694835	1	2
anno1.g22058.t1	CC	0005856	cytoskeleton	5.16818545073	0.634792503073	8	2
anno1.g22058.t1	CC	0005886	plasma membrane	2.2868349006	0.524275571689	11	2
anno1.g24319.t1	BP	0050482	arachidonate secretion	12.0223206725	0.80815512971	1	3
anno1.g24319.t1	MF	0004623	A2-type glycerophospholipase activity	11.0471469054	0.787304848808	1	3
anno1.g24319.t1	MF	0005198	structural molecule activity	3.37322242392	0.571379176713	7	3
anno1.g24319.t1	BP	0006644	phospholipid metabolic process	6.0322769905	0.661321279625	14	3
anno1.g270.t1	MF	0004812	aminoacyl-tRNA ligase activity	3.45079156483	0.574427967762	1	1
anno1.g270.t1	BP	0006508	proteolysis	2.37136380699	0.528296864909	1	1
anno1.g270.t1	MF	0008233	peptidase activity	2.40911786523	0.530069759101	5	1
anno1.g27448.t1	MF	0003993	acid phosphatase activity	10.8291888153	0.782520281026	1	5
anno1.g27449.t1	MF	0003993	acid phosphatase activity	7.78820688999	0.709914853368	1	11
anno1.g27644.t1	BP	0050482	arachidonate secretion	6.49040843166	0.67461558575	1	1
anno1.g27644.t1	MF	0004623	A2-type glycerophospholipase activity	5.96394800754	0.659295761961	1	1
anno1.g27644.t1	MF	0005198	structural molecule activity	3.37059290326	0.571275214533	6	2
anno1.g27644.t1	BP	0006644	phospholipid metabolic process	3.25660432023	0.566728851746	14	1
anno1.g27670.t1	BP	0050482	arachidonate secretion	11.6242307806	0.799749616218	1	32
anno1.g27670.t1	MF	0004623	A2-type glycerophospholipase activity	10.6813475197	0.779247444427	1	32
anno1.g27670.t1	MF	0005198	structural molecule activity	3.37862800783	0.571592767669	7	33
anno1.g27670.t1	BP	0006644	phospholipid metabolic process	5.83253281795	0.655367253535	14	32
anno1.g27771.t1	BP	0050482	arachidonate secretion	11.6716991305	0.80075937108	1	37
anno1.g27771.t1	MF	0004623	A2-type glycerophospholipase activity	10.7249655406	0.78021538092	1	37
anno1.g27771.t1	MF	0005198	structural molecule activity	3.37866981635	0.571594418984	7	38
anno1.g27771.t1	BP	0006644	phospholipid metabolic process	5.85635036885	0.656082511062	14	37
anno1.g27777.t1	BP	0050482	arachidonate secretion	10.8033745402	0.781950434852	1	10
anno1.g27777.t1	MF	0004623	A2-type glycerophospholipase activity	9.9270738879	0.76218540508	1	10
anno1.g27777.t1	MF	0005198	structural molecule activity	3.37782589937	0.571561084742	7	11
anno1.g27777.t1	BP	0006644	phospholipid metabolic process	5.42066290143	0.642759244479	14	10
anno1.g27796.t1	BP	0050482	arachidonate secretion	10.8033745402	0.781950434852	1	10
anno1.g27796.t1	MF	0004623	A2-type glycerophospholipase activity	9.9270738879	0.76218540508	1	10
anno1.g27796.t1	MF	0005198	structural molecule activity	3.37782589937	0.571561084742	7	11
anno1.g27796.t1	BP	0006644	phospholipid metabolic process	5.42066290143	0.642759244479	14	10
anno1.g27803.t1	BP	0050482	arachidonate secretion	11.6712190174	0.800749168321	1	37
anno1.g27803.t1	MF	0004623	A2-type glycerophospholipase activity	10.7245243712	0.780205600701	1	37
anno1.g27803.t1	MF	0005198	structural molecule activity	3.3786693887	0.571594402093	7	38
anno1.g27803.t1	BP	0006644	phospholipid metabolic process	5.85610946898	0.656075283961	14	37
anno1.g27905.t1	BP	0050482	arachidonate secretion	11.6710109698	0.800744747091	1	37
anno1.g27905.t1	MF	0004623	A2-type glycerophospholipase activity	10.7243331991	0.780201362574	1	37
anno1.g27905.t1	MF	0005198	structural molecule activity	3.3786743794	0.571594599211	7	38
anno1.g27905.t1	BP	0006644	phospholipid metabolic process	5.85600507978	0.656072152194	14	37
anno1.g28058.t3	BP	0050482	arachidonate secretion	12.020018617	0.808106926156	1	3
anno1.g28058.t3	MF	0004623	A2-type glycerophospholipase activity	11.0450315779	0.787258641575	1	3
anno1.g28058.t3	MF	0005198	structural molecule activity	3.37257651324	0.571353643387	7	3
anno1.g28058.t3	BP	0006644	phospholipid metabolic process	6.03112191927	0.661287134749	14	3
anno1.g28124.t1	BP	0050482	arachidonate secretion	12.0409885338	0.808545852317	1	24
anno1.g28124.t1	MF	0004623	A2-type glycerophospholipase activity	11.0643005492	0.787679389882	1	24
anno1.g28124.t1	MF	0005198	structural molecule activity	3.37846025195	0.571586141698	7	24
anno1.g28124.t1	BP	0006644	phospholipid metabolic process	6.04164371037	0.661598047083	14	24
anno1.g29679.t1	BP	0010634	positive regulation of epithelial cell migration	13.23431739	0.832923099557	1	25
anno1.g29679.t1	MF	0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	11.6260503078	0.799788359469	1	26
anno1.g29679.t1	CC	0032587	ruffle membrane	10.6862128769	0.779355510378	1	25
anno1.g29679.t1	BP	0051209	release of sequestered calcium ion into cytosol	10.4585706997	0.77427264018	3	25
anno1.g29679.t1	BP	0048015	phosphatidylinositol-mediated signaling	10.3974028983	0.772897459627	4	25
anno1.g29679.t1	MF	0005509	calcium ion binding	0.167568718833	0.36413784991	11	1
anno1.g29679.t1	BP	0046488	phosphatidylinositol metabolic process	7.62042656877	0.705526344152	14	25
anno1.g29679.t1	BP	0016042	lipid catabolic process	6.53232051548	0.675808036454	17	26
anno1.g29679.t1	BP	0048468	cell development	0.305543616236	0.384960751821	47	1
anno1.g29679.t1	BP	0009653	anatomical structure morphogenesis	0.283889664299	0.382064443694	48	1
anno1.g297.t1	BP	0050482	arachidonate secretion	12.0333666304	0.808386360748	1	8
anno1.g297.t1	MF	0004623	A2-type glycerophospholipase activity	11.0572968859	0.787526503557	1	8
anno1.g297.t1	MF	0005198	structural molecule activity	3.37632169851	0.571501659332	7	8
anno1.g297.t1	BP	0006644	phospholipid metabolic process	6.03781937117	0.661485071598	14	8
anno1.g30370.t1	MF	0004558	alpha-1,4-glucosidase activity	12.435400687	0.816731297969	1	3
anno1.g30370.t1	BP	0005975	carbohydrate metabolic process	4.25636200496	0.604261430102	1	3
anno1.g30373.t1	MF	0004558	alpha-1,4-glucosidase activity	12.435400687	0.816731297969	1	3
anno1.g30373.t1	BP	0005975	carbohydrate metabolic process	4.25636200496	0.604261430102	1	3
anno1.g3472.t1	BP	0061355	Wnt protein secretion	14.5360940961	0.848057521665	1	7
anno1.g3472.t1	MF	0017147	Wnt-protein binding	11.5414720718	0.797984215589	1	7
anno1.g3472.t1	CC	0012505	endomembrane system	3.94566083834	0.5931207435	1	7
anno1.g3472.t1	CC	0042734	presynaptic membrane	3.94203224251	0.592988091065	2	3
anno1.g3472.t1	BP	0016055	Wnt signaling pathway	8.97986167873	0.739812379699	3	7
anno1.g3472.t1	CC	0031090	organelle membrane	3.54079713644	0.577922926672	3	7
anno1.g3472.t1	CC	0045211	postsynaptic membrane	3.34289131956	0.57017751582	4	3
anno1.g3472.t1	BP	0006886	intracellular protein transport	6.66542609158	0.679569903975	11	7
anno1.g3472.t1	BP	0007367	segment polarity determination	3.92755882249	0.592458370438	20	2
anno1.g3472.t1	CC	0031410	cytoplasmic vesicle	2.20133059786	0.520131522874	20	3
anno1.g3472.t1	CC	0031984	organelle subcompartment	2.17780572748	0.518977309262	22	3
anno1.g3500.t1	MF	0046983	protein dimerization activity	6.69531943955	0.68040957874	1	3
anno1.g3500.t1	CC	0005634	nucleus	2.09047846421	0.514637231286	1	2
anno1.g3500.t1	MF	0008270	zinc ion binding	3.07015207583	0.55911725378	3	2
anno1.g3842.t1	MF	0004896	cytokine receptor activity	10.5085350531	0.775392962413	1	2
anno1.g3842.t1	BP	0019221	cytokine-mediated signaling pathway	9.39826897387	0.749833778438	1	2
anno1.g3842.t1	CC	0009897	external side of plasma membrane	8.73865192473	0.733928782906	1	2
anno1.g3842.t1	CC	0043235	receptor complex	4.6645614955	0.618297092767	4	1
anno1.g3842.t1	MF	0019955	cytokine binding	6.12863036935	0.664158146691	5	1
anno1.g4566.t1	BP	0050482	arachidonate secretion	11.6744119562	0.80081701669	1	37
anno1.g4566.t1	MF	0004623	A2-type glycerophospholipase activity	10.7274583193	0.780270639173	1	37
anno1.g4566.t1	MF	0005198	structural molecule activity	3.37866736842	0.571594322299	7	38
anno1.g4566.t1	BP	0006644	phospholipid metabolic process	5.85771154667	0.656123344197	14	37
anno1.g4637.t1	MF	0008270	zinc ion binding	4.21239502846	0.602710222779	1	1
anno1.g4637.t1	MF	0003676	nucleic acid binding	2.04856729546	0.512522102369	5	1
anno1.g4639.t1	BP	0015074	DNA integration	6.91075723687	0.686406394045	1	2
anno1.g4639.t1	MF	0003676	nucleic acid binding	2.05161018951	0.512676392145	1	2
anno1.g4662.t1	MF	0003964	RNA-directed DNA polymerase activity	7.42689064141	0.700403718037	1	3
anno1.g4662.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10282196437	0.691674262177	1	3
anno1.g4662.t1	MF	0004519	endonuclease activity	5.72071808402	0.651989689156	3	3
anno1.g4662.t1	MF	0016787	hydrolase activity	1.63712438397	0.490483634565	10	2
anno1.g4699.t1	BP	0050482	arachidonate secretion	12.0344639088	0.808409324877	1	6
anno1.g4699.t1	MF	0004623	A2-type glycerophospholipase activity	11.0583051601	0.787548516641	1	6
anno1.g4699.t1	MF	0005198	structural molecule activity	3.37662957286	0.571513823386	7	6
anno1.g4699.t1	BP	0006644	phospholipid metabolic process	6.0383699377	0.661501338186	14	6
anno1.g4714.t1	MF	0003964	RNA-directed DNA polymerase activity	7.42558300327	0.700368881113	1	1
anno1.g4714.t1	BP	0006278	RNA-templated DNA biosynthetic process	7.10157138436	0.691640193776	1	1
anno1.g4714.t1	MF	0004519	endonuclease activity	5.71971084835	0.651959114501	3	1
anno1.g4714.t1	MF	0016787	hydrolase activity	2.36825808535	0.528150397054	10	1
anno1.g4758.t1	BP	0050482	arachidonate secretion	12.0352573873	0.80842593035	1	7
anno1.g4758.t1	MF	0004623	A2-type glycerophospholipase activity	11.0590342767	0.787564434408	1	7
anno1.g4758.t1	MF	0005198	structural molecule activity	3.37685220703	0.571522619271	7	7
anno1.g4758.t1	BP	0006644	phospholipid metabolic process	6.03876807064	0.661513100634	14	7
anno1.g4805.t1	BP	0050482	arachidonate secretion	12.039706723	0.808519033414	1	19
anno1.g4805.t1	MF	0004623	A2-type glycerophospholipase activity	11.0631227107	0.787653681667	1	19
anno1.g4805.t1	MF	0005198	structural molecule activity	3.37810060153	0.571571935778	7	19
anno1.g4805.t1	BP	0006644	phospholipid metabolic process	6.04100055356	0.661579049975	14	19
anno1.g481.t1	BP	0140291	peptidyl-glutamate ADP-deribosylation	13.5819280779	0.83981525202	1	17
anno1.g4859.t1	BP	0050482	arachidonate secretion	12.033727138	0.80839390566	1	6
anno1.g4859.t1	MF	0004623	A2-type glycerophospholipase activity	11.0576281514	0.787533736001	1	6
anno1.g4859.t1	MF	0005198	structural molecule activity	3.37642284971	0.571505655857	7	6
anno1.g4859.t1	BP	0006644	phospholipid metabolic process	6.03800025817	0.661490416019	14	6
anno1.g4879.t1	BP	0050482	arachidonate secretion	10.4030841961	0.773025357234	1	8
anno1.g4879.t1	MF	0004623	A2-type glycerophospholipase activity	9.55925253651	0.753629953999	1	8
anno1.g4879.t1	MF	0005198	structural molecule activity	3.37738209575	0.571543553079	7	9
anno1.g4879.t1	BP	0006644	phospholipid metabolic process	5.21981463775	0.636437186339	14	8
anno1.g4922.t1	BP	0050482	arachidonate secretion	10.5969047829	0.777367925095	1	8
